"number"|"type"|"state"|"u_change_outcome"|"u_approval_requested"|"approval"|"short_description"|"description"|"assignment_group"|"cmdb_ci"|"u_request_window_exception"|"start_date"|"end_date"|"work_start"|"work_end"|"risk"|"u_user_impact"|"u_technical_impact"
"CHG0043907"|"Standard"|"Pending"|""|""|"Not Requested"|"Lab software license renewal  (File-based update)"|"This procedure is performed at least 1X each year for numerous lab software packages when we upgrade to a more current version or to update existing licenses to prevent their expiration.
 Often, licenses must be issued with little lead time, forcing us to utilize an emergency change or delay the change until the next CAB meeting. If we don't update software licenses then they will expire and users will not be able to run applications. Also, we would not be able to install and run new applications either.
"|"INACTIVE - Enterprise Application Support"|""|"False"|""|""|""|""|"Low"|"Users will continue to be able to use the software without interruption if this change is made in a timely fashion. If we don't update software licenses then they will expire and users will not be able to run applications. Also, we would not be able to install and run new applications either."|"This change will not have any impact on the server or infrastructure."
"CHG0043818"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Non-core router/switch hot swappable part installation/removal"|"Replace components in existing non-core network chassis when able to do so with no interruption of service."|"Field Services-UPC"|"vhe-5406-fl3"|"False"|""|""|""|""|"Low"|"Customers should experience improved network performance or benefit from preemptive maintenance before outage."|"Improved operations and uptime."
"CHG0045078"|"Standard"|"Pending"|""|""|"Not Requested"|"Firewall policy change"|"Src net/IP:
Dst net/IP:
Dst service/port:"|"Information Security Systems"|""|"False"|""|""|""|""|"Low"|"Users and/or systems will have new/no/modified access to systems and services."|"A new rule will be added to a firewall."
"CHG0045079"|"Standard"|"Pending"|""|""|"Not Requested"|"Firewall policy change"|"Src net/IP:
Dst net/IP:
Dst service/port:"|"Information Security Systems"|""|"False"|""|""|""|""|"Low"|"Users and/or systems will have new/no/modified access to systems and services."|"A new rule will be added to a firewall."
"CHG0045095"|"Standard"|"Pending"|""|""|"Not Requested"|"Add redundant HW to server"|"Adding redundant hardware to server (Hot swap only or significant incident)"|"Hardware Services"|""|"False"|""|""|""|""|"Low"|""|""
"CHG0045139"|"Standard"|"Pending"|""|""|"Not Requested"|"Onboard ****APPLICATION NAME**** into ForgeRock for Single Sign-On"|"****APPLICATION NAME****** is currently integrated with Shibboleth IdP for single sign-on.  This change enables the new SSO platform as an option in the *****APPLICATION NAME****** for logon, allowing  ****APPLICATION NAME and ENVIRONMENT***** to be de-scoped from Shibboleth IdP.
"|"Identity Management"|""|"False"|""|""|""|""|"Low"|"No end user impact"|"Users will have the option to SSO using the new SSO solution (login.usc.edu), in addition to the legacy SSO (shibboleth.usc.edu).  Application will trust ForgeRock (login.usc.edu) for SAML 2.0-based SSO integration."
"CHG0044976"|"Standard"|"Pending"|""|""|"Not Requested"|"Adds, Moves, Deletions to Spectrum, Intermapper, VLAN Server, Netsight,  Airwave, and others"|"Add/modify/delete pertinent information to the monitoring systems used to manage the UsC network, including Spectrum, Intermapper, VLAN Server, Netsight,  Airwave, and others"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"No user impact."|"Will be able to better monitor and analyze network."
"CHG0045096"|"Standard"|"Pending"|""|""|"Not Requested"|"IActivate/Deactivate then decommission ports"|"Activate or deactive a network port [specify]"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Customer will either have service on a specific port turned down or turned on."|"Updated information will need to be documented and existing network information updated."
"CHG0045074"|"Standard"|"Pending"|""|""|"Not Requested"|"Coordinate hardware replacement/installation with Hardware support"|"Coordinate hardware replacement/installation with Hardware support"|"Advanced Research Computing"|""|"False"|""|""|""|""|"Low"|"Restore or upgrade compute resources"|"Equipment upgraded for improved performance or replaced to resolve an issue."
"CHG0044963"|"Standard"|"Pending"|""|""|"Not Requested"|"Add/modify/remove vxlan"|"Add/modify/remove Vlan to Vxlan. Map Vlan to VNI (Vxlan network identifier). Allows Vlan to exist on multiple switch pair(s) for customer accessibility within Data Center."|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Vlan  _______ added/modified/removed for network device(s) _____________ , no network outage required"|"Vlan  _______ configuration completed to enable/modify/remove for network device(s) _____________, no network outage required"
"CHG0045077"|"Standard"|"Pending"|""|""|"Not Requested"|"Firewall policy change"|"Src net/IP:
Dst net/IP:
Dst service/port:"|"Information Security Systems"|""|"False"|""|""|""|""|"Low"|"Users and/or systems will have new/no/modified access to systems and services."|"A new rule will be added to a firewall."
"CHG0045071"|"Standard"|"Cancelled"|""|""|"Not Requested"|"IActivate/Deactivate then decommission ports"|"Activate or deactive a network port [specify]"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Customer will either have service on a specific port turned down or turned on."|"Updated information will need to be documented and existing network information updated."
"CHG0044988"|"Standard"|"Pending"|""|""|"Not Requested"|"Add/modify/remove VLANS to/from USC network devices"|"Adding, modifying and removing vlans is a requirement for business needs of the university and for the various schools which USC ITS supports.  These network needs can include growth, security,  redundancy, legacy environment removal and other  current events."|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Vlan  _______ added/modified/removed for network device(s) _____________ , no network outage required"|"Vlan  _______ configuration completed to enable/modify/remove for network device(s) _____________, no network outage required"
"CHG0045009"|"Standard"|"Pending"|""|""|"Not Requested"|"Replace certificate with a renewed or new certificate"|"Replace certificate with a renewed or new certificate"|"INACTIVE - Linux Systems Administrators"|""|"False"|""|""|""|""|"Low"|"None expected"|"Certificate will be valid for the desired time up to 3 years"
"CHG0045008"|"Standard"|"Pending"|""|""|"Not Requested"|"Add/Remove blades to HPE floor switches."|"Add/Remove blades to HPE chassis based floor switches as required."|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"No user impact anticipated. Blades are hot swappable."|"Availability of additional ports for blade additions and performance improvement incase of blade replacement due to any observed fault."
"CHG0045038"|"Standard"|"Pending"|""|""|"Not Requested"|"Replace certificate with a renewed or new certificate"|"Replace certificate with a renewed or new certificate"|"INACTIVE - Linux Systems Administrators"|""|"False"|""|""|""|""|"Low"|"None expected"|"Certificate will be valid for the desired time up to 3 years"
"CHG0045039"|"Standard"|"Pending"|""|""|"Not Requested"|"Replace certificate with a renewed or new certificate"|"Replace certificate with a renewed or new certificate"|"INACTIVE - Linux Systems Administrators"|""|"False"|""|""|""|""|"Low"|"None expected"|"Certificate will be valid for the desired time up to 3 years"
"CHG0044997"|"Standard"|"Pending"|""|""|"Not Requested"|"HPE Firmware Upgrade in Building Floor switches"|"The HPE floor switches in the campus buildings are running older software code which is prune to general system and security levels bugs.

The firmware upgrade will be done on all the HPE floor switches in the Building.

The floor switches will be offline between 5-7 mins during the time of the upgrade hence this upgrade can happen only when we receive approval from the building owners.

"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Brief interruption of 5-7mins. Approval email for the maintenance window needs to be attached with the standard change"|"The upgrade will addresses a number of security and system level stability bugs."
"CHG0044995"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Add/Update non-intrusive generic extensions and their configurations on Arista EOS"|"There is an occassional need to add/update extension to EOS for improved operations & stability. For example, tmux is utilized to run ssh in background and run continuous trace. Arista terminattr agent is required for integration of Arista switches to cloud vision portal. Extension adds to Arista EOS should not impact traffic forwarding."|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"No user impact anticipated. Extension adds to Arista EOS does not impact traffic forwarding."|"Improved operations & stability."
